DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2008,260,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2009,260,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2010,260,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2011,250,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2012,280,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2013,270,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2014,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2015,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2016,28,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2017,44,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2018,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2019,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2020,330,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2021,1300,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2022,2900,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2023,3800,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
